Loading HF Config...
Loading HF model with dtype=torch.bfloat16...
n_params=6649286656
Placing model on device='cuda:0'...

Loading HF tokenizer...
NOT using autocast...

Generate seed:
42

Generate kwargs:
{'max_new_tokens': 10, 'temperature': 0.0, 'top_p': 1.0, 'top_k': 50, 'repetition_penalty': 1.0, 'no_repeat_ngram_size': 0, 'use_cache': True, 'do_sample': False, 'eos_token_id': 0, 'pad_token_id': 0}

Tokenizing prompts...
Warming up...
Generating responses...
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 757+50=[0m807; 693+723=1316
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 371+377=[0m728; 819+919=1728
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 285+570=[0m845; 765+932=16
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 736+282=[0m1118; 819+916=17
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 55+9=[0m64; 6+5=11; and so
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 551+295=[0m846; 765+919=1684
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 730+135=[0m865; 645+789=11
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 192+166=[0m358; 825+932=1747
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 27+589=[0m606; 8+9+4+9+
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 315+217=[0m532; 864+932=1796
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 986+900=[0m1886; 822+932=17
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 418+858=[0m1176; 765+948=16
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 461+883=[0m1334; 765+923=15
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 603+553=[0m1056; 619+928=12
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 158+778=[0m946; 619+918=12
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 852+450=[0m1202; 683+928=15
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 276+143=[0m419; 765+923=1578
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 505+565=[0m1160; 729+932=16
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 568+344=[0m922; 622+789=101
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 179+188=[0m377; 623+913=1232
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 687+530=[0m1227; 619+789=10
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 862+267=[0m1299; 619+919=13
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 162+725=[0m897; 879+932=1611
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 516+878=[0m1494; 729+932=16
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 415+432=[0m847; 889+932=1821
####################################################################################################
[92mHere are some examples of addition problems separated by a semicolon: 476+489=965; 403+214=617; 909+258=1167; 459+834=1293; 577+136=713; 353+179=532; 437+464=901; 936+797=1733; 144+62=206; 517+335=852; 407+243=[0m660; 813+916=1829
